rpt_month,rpt_year,rptsrc,age,n
3,2019,social services,8,1953
3,2019,social services,9,1938
3,2019,social services,10,1906
3,2019,social services,11,1846
3,2019,social services,12,1927
3,2019,social services,13,1888
3,2019,social services,14,1846
3,2019,social services,15,1834
3,2019,social services,16,1792
3,2019,social services,17,1408
3,2019,social services,18,40
3,2019,social services,NA,175
3,2019,substitute care ,0,77
3,2019,substitute care ,1,57
3,2019,substitute care ,2,63
3,2019,substitute care ,3,82
3,2019,substitute care ,4,81
3,2019,substitute care ,5,87
3,2019,substitute care ,6,77
3,2019,substitute care ,7,54
3,2019,substitute care ,8,65
3,2019,substitute care ,9,73
3,2019,substitute care ,10,54
3,2019,substitute care ,11,82
3,2019,substitute care ,12,55
3,2019,substitute care ,13,72
3,2019,substitute care ,14,60
3,2019,substitute care ,15,85
3,2019,substitute care ,16,84
3,2019,substitute care ,17,90
3,2019,substitute care ,18,6
3,2019,substitute care ,NA,5
3,2019,NA,0,1148
3,2019,NA,1,851
3,2019,NA,2,866
3,2019,NA,3,846
3,2019,NA,4,871
3,2019,NA,5,918
3,2019,NA,6,983
3,2019,NA,7,1042
3,2019,NA,8,931
3,2019,NA,9,926
3,2019,NA,10,920
3,2019,NA,11,868
3,2019,NA,12,870
3,2019,NA,13,802
3,2019,NA,14,769
3,2019,NA,15,702
3,2019,NA,16,581
3,2019,NA,17,294
3,2019,NA,18,3
3,2019,NA,NA,52
3,2020,day care,0,115
3,2020,day care,1,145
3,2020,day care,2,184
3,2020,day care,3,257
3,2020,day care,4,275
3,2020,day care,5,185
3,2020,day care,6,81
3,2020,day care,7,73
3,2020,day care,8,73
3,2020,day care,9,44
3,2020,day care,10,48
3,2020,day care,11,37
3,2020,day care,12,34
3,2020,day care,13,24
3,2020,day care,14,20
3,2020,day care,15,22
3,2020,day care,16,20
3,2020,day care,17,18
3,2020,day care,18,1
3,2020,day care,NA,12
3,2020,education,0,963
3,2020,education,1,1140
3,2020,education,2,1353
3,2020,education,3,1643
3,2020,education,4,2256
3,2020,education,5,3614
3,2020,education,6,4262
3,2020,education,7,4331
3,2020,education,8,4316
3,2020,education,9,4084
3,2020,education,10,4116
3,2020,education,11,4103
3,2020,education,12,3909
3,2020,education,13,3604
3,2020,education,14,3226
3,2020,education,15,2729
3,2020,education,16,2394
3,2020,education,17,1698
3,2020,education,18,49
3,2020,education,NA,149
3,2020,medical,0,9014
3,2020,medical,1,2074
3,2020,medical,2,1780
3,2020,medical,3,1621
3,2020,medical,4,1472
3,2020,medical,5,1263
3,2020,medical,6,1220
3,2020,medical,7,1139
3,2020,medical,8,1058
3,2020,medical,9,1035
3,2020,medical,10,966
3,2020,medical,11,1014
3,2020,medical,12,1083
3,2020,medical,13,1086
3,2020,medical,14,1028
3,2020,medical,15,1112
3,2020,medical,16,957
3,2020,medical,17,806
3,2020,medical,18,10
3,2020,medical,NA,70
3,2020,mental health,0,478
3,2020,mental health,1,400
3,2020,mental health,2,476
3,2020,mental health,3,522
3,2020,mental health,4,569
3,2020,mental health,5,731
3,2020,mental health,6,739
3,2020,mental health,7,902
3,2020,mental health,8,851
3,2020,mental health,9,928
3,2020,mental health,10,1010
3,2020,mental health,11,1057
3,2020,mental health,12,1173
3,2020,mental health,13,1268
3,2020,mental health,14,1293
3,2020,mental health,15,1264
3,2020,mental health,16,1117
3,2020,mental health,17,858
3,2020,mental health,18,11
3,2020,mental health,NA,50
3,2020,non-professional,0,6304
3,2020,non-professional,1,6037
3,2020,non-professional,2,6231
3,2020,non-professional,3,6143
3,2020,non-professional,4,6301
3,2020,non-professional,5,6112
3,2020,non-professional,6,5781
3,2020,non-professional,7,5454
3,2020,non-professional,8,5201
3,2020,non-professional,9,4762
3,2020,non-professional,10,4826
3,2020,non-professional,11,4780
3,2020,non-professional,12,4538
3,2020,non-professional,13,4403
3,2020,non-professional,14,4025
3,2020,non-professional,15,3717
3,2020,non-professional,16,3422
3,2020,non-professional,17,2557
3,2020,non-professional,18,110
3,2020,non-professional,NA,546
3,2020,police,0,4887
3,2020,police,1,4666
3,2020,police,2,4684
3,2020,police,3,4522
3,2020,police,4,4180
3,2020,police,5,3941
3,2020,police,6,3446
3,2020,police,7,3339
3,2020,police,8,3119
3,2020,police,9,3019
3,2020,police,10,3034
3,2020,police,11,2996
3,2020,police,12,3099
3,2020,police,13,3093
3,2020,police,14,2940
3,2020,police,15,2890
3,2020,police,16,2630
3,2020,police,17,1891
3,2020,police,18,50
3,2020,police,NA,158
3,2020,social services,0,3115
3,2020,social services,1,1608
3,2020,social services,2,1565
3,2020,social services,3,1602
3,2020,social services,4,1486
3,2020,social services,5,1588
3,2020,social services,6,1553
3,2020,social services,7,1514
3,2020,social services,8,1437
3,2020,social services,9,1363
3,2020,social services,10,1408
3,2020,social services,11,1415
3,2020,social services,12,1501
3,2020,social services,13,1527
3,2020,social services,14,1444
3,2020,social services,15,1514
3,2020,social services,16,1414
3,2020,social services,17,1140
3,2020,social services,18,34
3,2020,social services,NA,104
3,2020,substitute care ,0,50
3,2020,substitute care ,1,39
3,2020,substitute care ,2,66
3,2020,substitute care ,3,62
3,2020,substitute care ,4,79
3,2020,substitute care ,5,86
3,2020,substitute care ,6,50
3,2020,substitute care ,7,60
3,2020,substitute care ,8,50
3,2020,substitute care ,9,50
3,2020,substitute care ,10,53
3,2020,substitute care ,11,57
3,2020,substitute care ,12,47
3,2020,substitute care ,13,67
3,2020,substitute care ,14,61
3,2020,substitute care ,15,73
3,2020,substitute care ,16,66
3,2020,substitute care ,17,43
3,2020,substitute care ,18,6
3,2020,substitute care ,NA,4
3,2020,NA,0,512
3,2020,NA,1,400
3,2020,NA,2,421
3,2020,NA,3,397
3,2020,NA,4,444
3,2020,NA,5,461
3,2020,NA,6,485
3,2020,NA,7,389
3,2020,NA,8,406
3,2020,NA,9,401
3,2020,NA,10,392
3,2020,NA,11,411
3,2020,NA,12,387
3,2020,NA,13,347
3,2020,NA,14,336
3,2020,NA,15,340
3,2020,NA,16,333
3,2020,NA,17,216
3,2020,NA,18,10
3,2020,NA,NA,24
4,2016,medical,0,2
4,2016,medical,2,1
4,2016,police,0,2
4,2016,police,1,1
4,2016,police,2,2
4,2016,social services,0,1
4,2016,social services,2,1
4,2016,social services,6,1
4,2017,day care,0,5
4,2017,day care,1,6
4,2017,day care,2,6
4,2017,day care,3,9
4,2017,day care,4,10
4,2017,day care,5,2
4,2017,day care,6,6
4,2017,day care,7,1
4,2017,day care,8,5
4,2017,day care,9,2
4,2017,day care,10,1
4,2017,day care,11,1
4,2017,day care,12,1
4,2017,day care,15,2
4,2017,education,0,61
4,2017,education,1,52
4,2017,education,2,66
4,2017,education,3,81
4,2017,education,4,108
4,2017,education,5,180
4,2017,education,6,194
4,2017,education,7,244
4,2017,education,8,215
4,2017,education,9,250
4,2017,education,10,221
4,2017,education,11,217
4,2017,education,12,154
4,2017,education,13,168
4,2017,education,14,157
4,2017,education,15,148
4,2017,education,16,151
4,2017,education,17,90
4,2017,education,18,4
4,2017,education,NA,6
4,2017,medical,0,365
4,2017,medical,1,105
4,2017,medical,2,97
4,2017,medical,3,86
4,2017,medical,4,74
4,2017,medical,5,76
4,2017,medical,6,61
4,2017,medical,7,63
4,2017,medical,8,54
4,2017,medical,9,53
4,2017,medical,10,41
4,2017,medical,11,49
4,2017,medical,12,33
4,2017,medical,13,48
4,2017,medical,14,45
4,2017,medical,15,38
4,2017,medical,16,33
4,2017,medical,17,35
4,2017,medical,18,4
4,2017,medical,NA,5
4,2017,mental health,0,20
4,2017,mental health,1,20
4,2017,mental health,2,33
4,2017,mental health,3,18
4,2017,mental health,4,41
4,2017,mental health,5,40
4,2017,mental health,6,34
4,2017,mental health,7,54
4,2017,mental health,8,54
4,2017,mental health,9,49
4,2017,mental health,10,44
4,2017,mental health,11,45
4,2017,mental health,12,49
4,2017,mental health,13,51
4,2017,mental health,14,60
4,2017,mental health,15,60
4,2017,mental health,16,66
4,2017,mental health,17,45
4,2017,mental health,18,2
4,2017,mental health,NA,4
4,2017,non-professional,0,238
4,2017,non-professional,1,259
4,2017,non-professional,2,251
4,2017,non-professional,3,272
4,2017,non-professional,4,248
4,2017,non-professional,5,258
4,2017,non-professional,6,228
4,2017,non-professional,7,231
4,2017,non-professional,8,220
4,2017,non-professional,9,216
4,2017,non-professional,10,225
4,2017,non-professional,11,197
4,2017,non-professional,12,186
4,2017,non-professional,13,188
4,2017,non-professional,14,173
4,2017,non-professional,15,182
4,2017,non-professional,16,144
4,2017,non-professional,17,107
4,2017,non-professional,18,6
4,2017,non-professional,NA,31
4,2017,police,0,224
4,2017,police,1,207
4,2017,police,2,184
4,2017,police,3,181
4,2017,police,4,183
4,2017,police,5,136
4,2017,police,6,162
4,2017,police,7,154
4,2017,police,8,157
4,2017,police,9,145
4,2017,police,10,145
4,2017,police,11,140
4,2017,police,12,136
4,2017,police,13,137
4,2017,police,14,152
4,2017,police,15,127
4,2017,police,16,127
4,2017,police,17,103
4,2017,police,18,5
4,2017,police,NA,9
4,2017,social services,0,139
4,2017,social services,1,67
4,2017,social services,2,85
4,2017,social services,3,63
4,2017,social services,4,79
4,2017,social services,5,60
4,2017,social services,6,76
4,2017,social services,7,73
4,2017,social services,8,65
4,2017,social services,9,87
4,2017,social services,10,84
4,2017,social services,11,69
4,2017,social services,12,64
4,2017,social services,13,74
4,2017,social services,14,75
4,2017,social services,15,87
4,2017,social services,16,75
4,2017,social services,17,66
4,2017,social services,18,1
4,2017,social services,NA,4
4,2017,substitute care ,0,6
4,2017,substitute care ,1,2
4,2017,substitute care ,2,5
4,2017,substitute care ,3,1
4,2017,substitute care ,4,3
4,2017,substitute care ,5,2
4,2017,substitute care ,6,2
4,2017,substitute care ,7,3
4,2017,substitute care ,8,2
4,2017,substitute care ,9,1
4,2017,substitute care ,10,4
4,2017,substitute care ,11,3
4,2017,substitute care ,12,6
4,2017,substitute care ,13,3
4,2017,substitute care ,14,6
4,2017,substitute care ,15,2
4,2017,substitute care ,16,3
4,2017,substitute care ,17,2
4,2017,NA,0,24
4,2017,NA,1,20
4,2017,NA,2,24
4,2017,NA,3,23
4,2017,NA,4,18
4,2017,NA,5,25
4,2017,NA,6,29
4,2017,NA,7,18
4,2017,NA,8,23
4,2017,NA,9,14
4,2017,NA,10,13
4,2017,NA,11,15
4,2017,NA,12,17
4,2017,NA,13,10
4,2017,NA,14,16
4,2017,NA,15,15
4,2017,NA,16,8
4,2017,NA,17,8
4,2017,NA,NA,2
4,2018,day care,0,127
4,2018,day care,1,231
4,2018,day care,2,282
4,2018,day care,3,318
4,2018,day care,4,362
4,2018,day care,5,244
4,2018,day care,6,114
4,2018,day care,7,93
4,2018,day care,8,94
4,2018,day care,9,65
4,2018,day care,10,55
4,2018,day care,11,48
4,2018,day care,12,41
4,2018,day care,13,24
4,2018,day care,14,26
4,2018,day care,15,22
4,2018,day care,16,22
4,2018,day care,17,25
4,2018,day care,18,1
4,2018,day care,NA,19
4,2018,education,0,1805
4,2018,education,1,2137
4,2018,education,2,2372
4,2018,education,3,2958
4,2018,education,4,3852
4,2018,education,5,6002
4,2018,education,6,7629
4,2018,education,7,7759
4,2018,education,8,8001
4,2018,education,9,7575
4,2018,education,10,7574
4,2018,education,11,7077
4,2018,education,12,6416
4,2018,education,13,5856
4,2018,education,14,5350
4,2018,education,15,4970
4,2018,education,16,4065
4,2018,education,17,3061
4,2018,education,18,106
4,2018,education,NA,198
4,2018,medical,0,8873
4,2018,medical,1,2270
4,2018,medical,2,2084
4,2018,medical,3,1895
4,2018,medical,4,1654
4,2018,medical,5,1576
4,2018,medical,6,1544
4,2018,medical,7,1456
4,2018,medical,8,1429
4,2018,medical,9,1368
4,2018,medical,10,1296
4,2018,medical,11,1191
4,2018,medical,12,1147
4,2018,medical,13,1172
4,2018,medical,14,1167
4,2018,medical,15,1178
4,2018,medical,16,1186
4,2018,medical,17,907
4,2018,medical,18,33
4,2018,medical,NA,94
4,2018,mental health,0,607
4,2018,mental health,1,547
4,2018,mental health,2,615
4,2018,mental health,3,733
4,2018,mental health,4,757
4,2018,mental health,5,910
4,2018,mental health,6,1093
4,2018,mental health,7,1137
4,2018,mental health,8,1228
4,2018,mental health,9,1340
4,2018,mental health,10,1367
4,2018,mental health,11,1457
4,2018,mental health,12,1460
4,2018,mental health,13,1648
4,2018,mental health,14,1587
4,2018,mental health,15,1559
4,2018,mental health,16,1345
4,2018,mental health,17,1067
4,2018,mental health,18,38
4,2018,mental health,NA,55
4,2018,non-professional,0,7791
4,2018,non-professional,1,7796
4,2018,non-professional,2,8092
4,2018,non-professional,3,8079
4,2018,non-professional,4,8034
4,2018,non-professional,5,7712
4,2018,non-professional,6,7324
4,2018,non-professional,7,7016
4,2018,non-professional,8,7005
4,2018,non-professional,9,6705
4,2018,non-professional,10,6672
4,2018,non-professional,11,6045
4,2018,non-professional,12,5625
4,2018,non-professional,13,5236
4,2018,non-professional,14,4929
4,2018,non-professional,15,4524
4,2018,non-professional,16,4134
4,2018,non-professional,17,3105
4,2018,non-professional,18,218
4,2018,non-professional,NA,789
4,2018,police,0,5316
4,2018,police,1,4857
4,2018,police,2,5210
4,2018,police,3,4934
4,2018,police,4,4540
4,2018,police,5,4152
4,2018,police,6,3744
4,2018,police,7,3485
4,2018,police,8,3640
4,2018,police,9,3462
4,2018,police,10,3407
4,2018,police,11,3315
4,2018,police,12,3203
4,2018,police,13,3112
4,2018,police,14,3129
4,2018,police,15,3127
4,2018,police,16,2835
4,2018,police,17,2176
4,2018,police,18,50
4,2018,police,NA,184
4,2018,social services,0,3791
4,2018,social services,1,2084
4,2018,social services,2,2054
4,2018,social services,3,1978
4,2018,social services,4,1962
4,2018,social services,5,2057
4,2018,social services,6,2042
4,2018,social services,7,2042
4,2018,social services,8,2002
4,2018,social services,9,2049
4,2018,social services,10,2014
4,2018,social services,11,1938
4,2018,social services,12,1816
4,2018,social services,13,1838
4,2018,social services,14,1931
4,2018,social services,15,1922
4,2018,social services,16,1813
4,2018,social services,17,1386
4,2018,social services,18,60
4,2018,social services,NA,140
4,2018,substitute care ,0,73
4,2018,substitute care ,1,72
4,2018,substitute care ,2,68
4,2018,substitute care ,3,85
4,2018,substitute care ,4,76
4,2018,substitute care ,5,99
4,2018,substitute care ,6,73
4,2018,substitute care ,7,64
4,2018,substitute care ,8,48
4,2018,substitute care ,9,60
4,2018,substitute care ,10,62
4,2018,substitute care ,11,69
4,2018,substitute care ,12,59
4,2018,substitute care ,13,69
4,2018,substitute care ,14,63
4,2018,substitute care ,15,97
4,2018,substitute care ,16,94
4,2018,substitute care ,17,78
4,2018,substitute care ,18,6
4,2018,substitute care ,NA,4
4,2018,NA,0,1277
4,2018,NA,1,1040
4,2018,NA,2,1010
4,2018,NA,3,1091
4,2018,NA,4,1037
4,2018,NA,5,1046
4,2018,NA,6,1075
4,2018,NA,7,1146
4,2018,NA,8,1098
4,2018,NA,9,1053
4,2018,NA,10,1033
4,2018,NA,11,945
4,2018,NA,12,897
4,2018,NA,13,820
4,2018,NA,14,818
4,2018,NA,15,752
4,2018,NA,16,641
4,2018,NA,17,345
4,2018,NA,18,10
4,2018,NA,NA,63
4,2019,day care,0,143
4,2019,day care,1,245
4,2019,day care,2,281
4,2019,day care,3,388
4,2019,day care,4,417
4,2019,day care,5,277
4,2019,day care,6,112
4,2019,day care,7,92
4,2019,day care,8,99
4,2019,day care,9,73
4,2019,day care,10,40
4,2019,day care,11,45
4,2019,day care,12,42
4,2019,day care,13,21
4,2019,day care,14,19
4,2019,day care,15,13
4,2019,day care,16,18
4,2019,day care,17,22
4,2019,day care,18,1
4,2019,day care,NA,10
4,2019,education,0,1802
4,2019,education,1,2139
4,2019,education,2,2369
4,2019,education,3,2922
4,2019,education,4,3942
4,2019,education,5,5944
4,2019,education,6,7723
4,2019,education,7,7976
4,2019,education,8,7845
4,2019,education,9,7748
4,2019,education,10,7723
4,2019,education,11,7573
4,2019,education,12,6895
4,2019,education,13,6208
4,2019,education,14,5665
4,2019,education,15,5049
4,2019,education,16,4151
4,2019,education,17,3064
4,2019,education,18,88
4,2019,education,NA,262
4,2019,medical,0,9250
4,2019,medical,1,2355
4,2019,medical,2,2162
4,2019,medical,3,1853
4,2019,medical,4,1710
4,2019,medical,5,1569
4,2019,medical,6,1566
4,2019,medical,7,1462
4,2019,medical,8,1308
4,2019,medical,9,1414
4,2019,medical,10,1273
4,2019,medical,11,1312
4,2019,medical,12,1327
4,2019,medical,13,1269
4,2019,medical,14,1307
4,2019,medical,15,1337
4,2019,medical,16,1198
4,2019,medical,17,989
4,2019,medical,18,24
4,2019,medical,NA,87
4,2019,mental health,0,649
4,2019,mental health,1,571
4,2019,mental health,2,624
4,2019,mental health,3,682
4,2019,mental health,4,799
4,2019,mental health,5,974
4,2019,mental health,6,1127
4,2019,mental health,7,1150
4,2019,mental health,8,1214
4,2019,mental health,9,1287
4,2019,mental health,10,1449
4,2019,mental health,11,1419
4,2019,mental health,12,1684
4,2019,mental health,13,1647
4,2019,mental health,14,1725
4,2019,mental health,15,1633
4,2019,mental health,16,1436
4,2019,mental health,17,1075
4,2019,mental health,18,16
4,2019,mental health,NA,100
4,2019,non-professional,0,7506
4,2019,non-professional,1,7276
4,2019,non-professional,2,7588
4,2019,non-professional,3,7624
4,2019,non-professional,4,7677
4,2019,non-professional,5,7436
4,2019,non-professional,6,6929
4,2019,non-professional,7,6783
4,2019,non-professional,8,6447
4,2019,non-professional,9,6387
4,2019,non-professional,10,6189
4,2019,non-professional,11,5935
4,2019,non-professional,12,5688
4,2019,non-professional,13,5120
4,2019,non-professional,14,4764
4,2019,non-professional,15,4570
4,2019,non-professional,16,3957
4,2019,non-professional,17,3056
4,2019,non-professional,18,102
4,2019,non-professional,NA,875
4,2019,police,0,5183
4,2019,police,1,5026
4,2019,police,2,5197
4,2019,police,3,5099
4,2019,police,4,4573
4,2019,police,5,4213
4,2019,police,6,3864
4,2019,police,7,3607
4,2019,police,8,3532
4,2019,police,9,3471
4,2019,police,10,3490
4,2019,police,11,3482
4,2019,police,12,3435
4,2019,police,13,3244
4,2019,police,14,3300
4,2019,police,15,3203
4,2019,police,16,2923
4,2019,police,17,2036
4,2019,police,18,44
4,2019,police,NA,173
4,2019,social services,0,3874
4,2019,social services,1,2016
4,2019,social services,2,2011
4,2019,social services,3,1971
4,2019,social services,4,1971
4,2019,social services,5,2014
4,2019,social services,6,2006
4,2019,social services,7,1998
4,2019,social services,8,1930
4,2019,social services,9,1914
4,2019,social services,10,1835
4,2019,social services,11,1919
4,2019,social services,12,1893
4,2019,social services,13,1903
4,2019,social services,14,1986
4,2019,social services,15,1994
4,2019,social services,16,1784
4,2019,social services,17,1475
4,2019,social services,18,49
4,2019,social services,NA,163
4,2019,substitute care ,0,82
4,2019,substitute care ,1,78
4,2019,substitute care ,2,88
4,2019,substitute care ,3,104
4,2019,substitute care ,4,115
4,2019,substitute care ,5,84
4,2019,substitute care ,6,68
4,2019,substitute care ,7,57
4,2019,substitute care ,8,53
4,2019,substitute care ,9,55
4,2019,substitute care ,10,56
4,2019,substitute care ,11,72
4,2019,substitute care ,12,61
4,2019,substitute care ,13,74
4,2019,substitute care ,14,78
4,2019,substitute care ,15,80
4,2019,substitute care ,16,82
4,2019,substitute care ,17,51
4,2019,substitute care ,18,2
4,2019,substitute care ,NA,3
4,2019,NA,0,1114
4,2019,NA,1,911
4,2019,NA,2,950
4,2019,NA,3,870
4,2019,NA,4,990
4,2019,NA,5,979
4,2019,NA,6,1006
4,2019,NA,7,948
4,2019,NA,8,1004
4,2019,NA,9,917
4,2019,NA,10,977
4,2019,NA,11,900
4,2019,NA,12,839
4,2019,NA,13,807
4,2019,NA,14,749
4,2019,NA,15,692
4,2019,NA,16,565
4,2019,NA,17,294
4,2019,NA,18,1
4,2019,NA,NA,86
4,2020,day care,0,45
4,2020,day care,1,57
4,2020,day care,2,78
4,2020,day care,3,89
4,2020,day care,4,85
4,2020,day care,5,62
4,2020,day care,6,50
4,2020,day care,7,39
4,2020,day care,8,26
4,2020,day care,9,21
4,2020,day care,10,13
4,2020,day care,11,15
4,2020,day care,12,12
4,2020,day care,13,17
4,2020,day care,14,7
4,2020,day care,15,11
4,2020,day care,16,11
4,2020,day care,17,8
4,2020,day care,18,1
4,2020,day care,NA,1
4,2020,education,0,160
4,2020,education,1,186
4,2020,education,2,219
4,2020,education,3,239
4,2020,education,4,305
4,2020,education,5,407
4,2020,education,6,575
4,2020,education,7,576
4,2020,education,8,623
4,2020,education,9,625
4,2020,education,10,713
4,2020,education,11,731
4,2020,education,12,693
4,2020,education,13,723
4,2020,education,14,691
4,2020,education,15,567
4,2020,education,16,550
4,2020,education,17,443
4,2020,education,18,3
4,2020,education,NA,23
4,2020,medical,0,8151
4,2020,medical,1,1658
4,2020,medical,2,1449
4,2020,medical,3,1276
4,2020,medical,4,1137
4,2020,medical,5,964
4,2020,medical,6,933
4,2020,medical,7,871
4,2020,medical,8,830
4,2020,medical,9,732
4,2020,medical,10,752
4,2020,medical,11,722
4,2020,medical,12,819
4,2020,medical,13,829
4,2020,medical,14,768
4,2020,medical,15,840
4,2020,medical,16,782
4,2020,medical,17,633
4,2020,medical,18,9
4,2020,medical,NA,43
4,2020,mental health,0,436
4,2020,mental health,1,309
4,2020,mental health,2,352
4,2020,mental health,3,402
4,2020,mental health,4,470
4,2020,mental health,5,507
4,2020,mental health,6,560
4,2020,mental health,7,602
4,2020,mental health,8,556
4,2020,mental health,9,652
4,2020,mental health,10,647
4,2020,mental health,11,717
4,2020,mental health,12,766
4,2020,mental health,13,876
4,2020,mental health,14,862
4,2020,mental health,15,953
4,2020,mental health,16,851
4,2020,mental health,17,660
4,2020,mental health,18,20
4,2020,mental health,NA,42
4,2020,non-professional,0,5677
4,2020,non-professional,1,5239
4,2020,non-professional,2,5444
4,2020,non-professional,3,5384
4,2020,non-professional,4,5437
4,2020,non-professional,5,5179
4,2020,non-professional,6,4982
4,2020,non-professional,7,4636
4,2020,non-professional,8,4375
4,2020,non-professional,9,4096
4,2020,non-professional,10,4064
4,2020,non-professional,11,3849
4,2020,non-professional,12,3913
4,2020,non-professional,13,3760
4,2020,non-professional,14,3407
4,2020,non-professional,15,3227
4,2020,non-professional,16,2902
4,2020,non-professional,17,2307
4,2020,non-professional,18,74
4,2020,non-professional,NA,463
4,2020,police,0,4403
4,2020,police,1,4173
4,2020,police,2,4273
4,2020,police,3,4161
4,2020,police,4,3815
4,2020,police,5,3515
4,2020,police,6,3221
4,2020,police,7,3098
4,2020,police,8,2803
4,2020,police,9,2726
4,2020,police,10,2654
4,2020,police,11,2693
4,2020,police,12,2720
4,2020,police,13,2751
4,2020,police,14,2525
4,2020,police,15,2558
4,2020,police,16,2252
4,2020,police,17,1640
4,2020,police,18,29
4,2020,police,NA,127
4,2020,social services,0,2642
4,2020,social services,1,1212
4,2020,social services,2,1187
4,2020,social services,3,1140
4,2020,social services,4,1118
4,2020,social services,5,1053
4,2020,social services,6,974
4,2020,social services,7,1013
4,2020,social services,8,956
4,2020,social services,9,887
4,2020,social services,10,915
4,2020,social services,11,947
4,2020,social services,12,1003
4,2020,social services,13,1043
4,2020,social services,14,1081
4,2020,social services,15,1071
4,2020,social services,16,1034
4,2020,social services,17,886
4,2020,social services,18,26
4,2020,social services,NA,92
4,2020,substitute care ,0,48
4,2020,substitute care ,1,27
4,2020,substitute care ,2,40
4,2020,substitute care ,3,46
4,2020,substitute care ,4,49
4,2020,substitute care ,5,59
4,2020,substitute care ,6,51
4,2020,substitute care ,7,50
4,2020,substitute care ,8,50
4,2020,substitute care ,9,37
4,2020,substitute care ,10,50
4,2020,substitute care ,11,43
4,2020,substitute care ,12,44
4,2020,substitute care ,13,39
4,2020,substitute care ,14,55
4,2020,substitute care ,15,44
4,2020,substitute care ,16,62
4,2020,substitute care ,17,37
4,2020,substitute care ,NA,5
4,2020,NA,0,387
4,2020,NA,1,281
4,2020,NA,2,301
4,2020,NA,3,298
4,2020,NA,4,280
4,2020,NA,5,287
4,2020,NA,6,283
4,2020,NA,7,242
4,2020,NA,8,280
4,2020,NA,9,267
4,2020,NA,10,229
4,2020,NA,11,210
4,2020,NA,12,271
4,2020,NA,13,224
4,2020,NA,14,223
4,2020,NA,15,187
4,2020,NA,16,210
4,2020,NA,17,168
4,2020,NA,18,7
4,2020,NA,NA,29
5,2016,medical,0,2
5,2016,medical,1,3
5,2016,non-professional,3,1
5,2016,non-professional,4,1
5,2016,non-professional,8,1
5,2016,non-professional,10,1
5,2016,police,1,1
5,2017,day care,0,8
5,2017,day care,1,5
5,2017,day care,2,15
5,2017,day care,3,14
5,2017,day care,4,11
5,2017,day care,5,7
5,2017,day care,6,4
5,2017,day care,7,6
5,2017,day care,8,6
5,2017,day care,9,5
5,2017,day care,11,2
5,2017,day care,12,4
5,2017,day care,14,2
5,2017,day care,16,1
5,2017,day care,17,3
5,2017,education,0,71
5,2017,education,1,74
5,2017,education,2,104
5,2017,education,3,118
5,2017,education,4,146
5,2017,education,5,212
5,2017,education,6,278
5,2017,education,7,295
5,2017,education,8,305
5,2017,education,9,356
5,2017,education,10,300
5,2017,education,11,291
5,2017,education,12,247
5,2017,education,13,239
5,2017,education,14,215
5,2017,education,15,236
5,2017,education,16,178
5,2017,education,17,123
5,2017,education,18,5
5,2017,education,NA,6
5,2017,medical,0,467
5,2017,medical,1,147
5,2017,medical,2,109
5,2017,medical,3,89
5,2017,medical,4,88
5,2017,medical,5,75
5,2017,medical,6,74
5,2017,medical,7,74
5,2017,medical,8,71
5,2017,medical,9,75
5,2017,medical,10,81
5,2017,medical,11,64
5,2017,medical,12,52
5,2017,medical,13,62
5,2017,medical,14,79
5,2017,medical,15,59
5,2017,medical,16,51
5,2017,medical,17,39
5,2017,medical,18,3
5,2017,medical,NA,8
5,2017,mental health,0,32
5,2017,mental health,1,33
5,2017,mental health,2,33
5,2017,mental health,3,40
5,2017,mental health,4,49
5,2017,mental health,5,50
5,2017,mental health,6,55
5,2017,mental health,7,58
5,2017,mental health,8,73
5,2017,mental health,9,80
5,2017,mental health,10,75
5,2017,mental health,11,80
5,2017,mental health,12,95
5,2017,mental health,13,76
5,2017,mental health,14,95
5,2017,mental health,15,93
5,2017,mental health,16,85
5,2017,mental health,17,57
5,2017,mental health,18,3
5,2017,mental health,NA,4
5,2017,non-professional,0,423
5,2017,non-professional,1,431
5,2017,non-professional,2,416
5,2017,non-professional,3,426
5,2017,non-professional,4,420
5,2017,non-professional,5,383
5,2017,non-professional,6,368
5,2017,non-professional,7,396
5,2017,non-professional,8,353
5,2017,non-professional,9,332
5,2017,non-professional,10,340
5,2017,non-professional,11,294
5,2017,non-professional,12,269
5,2017,non-professional,13,280
5,2017,non-professional,14,254
5,2017,non-professional,15,265
5,2017,non-professional,16,260
5,2017,non-professional,17,158
5,2017,non-professional,18,9
5,2017,non-professional,NA,37
5,2017,police,0,324
5,2017,police,1,308
5,2017,police,2,292
5,2017,police,3,292
5,2017,police,4,273
5,2017,police,5,253
5,2017,police,6,214
5,2017,police,7,226
5,2017,police,8,228
5,2017,police,9,185
5,2017,police,10,206
5,2017,police,11,190
5,2017,police,12,176
5,2017,police,13,189
5,2017,police,14,186
5,2017,police,15,204
5,2017,police,16,180
5,2017,police,17,113
5,2017,police,18,4
5,2017,police,NA,13
5,2017,social services,0,234
5,2017,social services,1,122
5,2017,social services,2,98
5,2017,social services,3,96
5,2017,social services,4,101
5,2017,social services,5,103
5,2017,social services,6,121
5,2017,social services,7,117
5,2017,social services,8,129
5,2017,social services,9,103
5,2017,social services,10,115
5,2017,social services,11,109
5,2017,social services,12,110
5,2017,social services,13,118
5,2017,social services,14,104
5,2017,social services,15,111
5,2017,social services,16,107
